* 통계표명 :,월별_매입자거주지별_아파트매매거래_동호수,,,,,,,,,,,,,,,,
* 수록기간 :,2019년 12월 ~ 2021년 01월,,,,,,,,,,,,,,,,
* 조회기간 :,2019년 12월 ~ 2021년 01월,,,,,,,,,,,,,,,,
* 출처 :,국토교통부,,,,,,,,,,,,,,,,
* 자료다운일자 :,2021.03.09 21:51:48,,,,,,,,,,,,,,,,
* 단위 :,"동(호)수,천㎡",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
지 역,,,매입자거주지,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,관할시도외_기타,0,0,0,1,0,0,0,0,2,1,0,0,0,0
,무주군,,합계,6,16,6,16,5,6,9,7,2,6,6,6,46,14
,,,관할시군구내,4,7,6,13,5,6,8,6,2,5,5,4,6,14
,,,관할시도내,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,,,관할시도외_서울,1,0,0,2,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,1,8,0,1,0,0,1,1,0,1,1,1,40,0
,장수군,,합계,2,2,4,4,2,2,1,7,3,1,3,3,4,1
,,,관할시군구내,2,2,3,4,2,2,1,5,3,1,1,3,4,0
,,,관할시도내,0,0,0,0,0,0,0,2,0,0,1,0,0,1
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,,관할시도외_기타,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,임실군,,합계,8,4,8,14,6,13,6,2,6,9,6,1,8,8
,,,관할시군구내,5,3,4,10,5,9,4,1,3,8,6,0,7,5
,,,관할시도내,2,1,3,1,0,3,1,0,2,0,0,1,1,2
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,1,0,1,3,1,1,1,1,1,1,0,0,0,1
,순창군,,합계,13,7,8,2,5,2,7,14,8,4,5,8,12,2
,,,관할시군구내,10,7,8,2,5,1,5,10,6,4,3,5,10,2
,,,관할시도내,1,0,0,0,0,0,0,0,1,0,1,1,1,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,2,0,0,0,0,1,2,4,1,0,1,2,1,0
,고창군,,합계,19,17,23,24,15,21,14,17,13,17,24,15,17,13
,,,관할시군구내,14,14,19,18,15,19,12,11,12,12,19,11,14,8
,,,관할시도내,0,3,1,1,0,1,1,2,0,3,1,1,2,1
,,,관할시도외_서울,0,0,2,2,0,0,1,0,1,1,1,0,0,0
,,,관할시도외_기타,5,0,1,3,0,1,0,4,0,1,3,3,1,4
,부안군,,합계,28,20,20,26,35,34,41,38,20,29,17,33,35,28
,,,관할시군구내,18,16,16,21,29,27,32,26,16,24,11,24,24,24
,,,관할시도내,3,3,1,2,4,3,5,1,2,3,1,3,5,0
,,,관할시도외_서울,3,1,0,2,1,2,2,4,0,1,0,2,2,0
,,,관할시도외_기타,4,0,3,1,1,2,2,7,2,1,5,4,4,4
전남,,,합계,2772,1565,2098,1913,3167,2123,2323,3094,1749,2477,2768,2240,2506,2290
,,,관할시군구내,2165,1074,1521,1304,2612,1599,1629,1965,1207,1938,1497,1514,1593,1631
,,,관할시도내,236,205,257,266,314,237,297,400,262,235,248,293,380,268
,,,관할시도외_서울,54,39,33,74,22,35,48,203,32,50,26,59,94,64
,,,관할시도외_기타,317,247,287,269,219,252,349,526,248,254,997,374,439,327
,목포시,,합계,258,221,284,260,206,243,308,322,250,272,241,295,353,373
,,,관할시군구내,180,139,203,167,140,158,191,203,165,199,177,198,210,250
,,,관할시도내,51,40,43,53,41,51,64,69,50,35,36,42,68,67
,,,관할시도외_서울,3,7,7,8,4,6,5,8,4,11,3,13,12,13
,,,관할시도외_기타,24,35,31,32,21,28,48,42,31,27,25,42,63,43
,여수시,,합계,1374,369,477,415,327,408,425,474,335,757,571,511,531,286
,,,관할시군구내,1307,311,409,342,280,354,358,403,289,705,514,450,446,244
,,,관할시도내,15,16,23,22,14,9,20,14,14,21,14,13,21,10
,,,관할시도외_서울,8,9,3,8,2,4,11,10,8,8,4,9,13,9
,,,관할시도외_기타,44,33,42,43,31,41,36,47,24,23,39,39,51,23
,순천시,,합계,329,343,467,427,1663,555,559,809,448,397,1152,476,502,755
,,,관할시군구내,213,227,296,281,1550,442,382,513,294,277,263,323,318,637
,,,관할시도내,69,69,109,98,71,66,102,152,98,74,89,98,110,68
,,,관할시도외_서울,4,7,4,5,5,8,12,73,8,9,5,9,16,13
,,,관할시도외_기타,43,40,58,43,37,39,63,71,48,37,795,46,58,37
,나주시,,합계,109,85,103,86,95,86,115,114,81,85,97,148,235,224
,,,관할시군구내,66,49,55,47,60,49,74,72,43,54,55,89,138,130
,,,관할시도내,10,6,9,6,9,4,13,9,4,7,13,15,28,20
,,,관할시도외_서울,2,2,1,1,2,3,0,3,1,3,1,4,4,8
,,,관할시도외_기타,31,28,38,32,24,30,28,30,33,21,28,40,65,66
,광양시,,합계,332,245,467,432,447,363,347,619,305,463,305,308,381,241
,,,관할시군구내,182,142,356,263,331,240,212,450,196,357,219,181,223,130
,,,관할시도내,51,30,39,46,45,62,45,61,43,39,36,44,56,33
,,,관할시도외_서울,30,11,11,44,5,8,6,21,4,7,3,9,26,11
,,,관할시도외_기타,69,62,61,79,66,53,84,87,62,60,47,74,76,67
,담양군,,합계,5,5,2,2,2,36,3,3,4,2,4,8,8,8
,,,관할시군구내,4,2,1,2,2,5,2,1,2,2,3,2,5,3
,,,관할시도내,0,0,0,0,0,0,0,0,1,0,1,1,0,0
,,,관할시도외_서울,0,0,1,0,0,0,0,1,1,0,0,0,0,0
,,,관할시도외_기타,1,3,0,0,0,31,1,1,0,0,0,5,3,5
,곡성군,,합계,75,18,15,2,6,57,7,7,2,3,2,4,7,15
,,,관할시군구내,1,4,9,1,5,57,5,6,1,3,2,2,3,7
,,,관할시도내,0,0,0,0,0,0,1,1,0,0,0,0,1,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,,,관할시도외_기타,74,14,6,1,1,0,1,0,0,0,0,1,3,8
,구례군,,합계,10,5,11,5,5,7,16,7,11,13,5,12,8,4
,,,관할시군구내,9,4,8,5,5,7,7,4,7,9,4,9,7,0
,,,관할시도내,1,1,0,0,0,0,1,1,0,2,0,2,1,1
,,,관할시도외_서울,0,0,0,0,0,0,0,1,0,1,0,0,0,1
,,,관할시도외_기타,0,0,3,0,0,0,8,1,4,1,1,1,0,2
,고흥군,,합계,20,21,35,25,28,28,21,32,13,13,20,14,16,10
,,,관할시군구내,17,17,25,22,14,15,12,23,9,7,15,13,13,7
,,,관할시도내,1,1,3,1,12,10,7,4,2,0,0,0,1,1
,,,관할시도외_서울,2,0,2,0,0,1,1,0,0,2,2,1,0,0
,,,관할시도외_기타,0,3,5,2,2,2,1,5,2,4,3,0,2,2
,보성군,,합계,7,9,13,10,8,9,9,17,17,14,13,14,16,14
,,,관할시군구내,7,5,11,6,6,8,8,16,15,13,11,12,14,9
,,,관할시도내,0,1,0,2,1,1,0,0,0,0,1,1,2,5
,,,관할시도외_서울,0,0,0,1,0,0,1,0,1,1,0,1,0,0
,,,관할시도외_기타,0,3,2,1,1,0,0,1,1,0,1,0,0,0
,화순군,,합계,25,32,34,42,61,51,52,63,50,49,121,40,47,44
,,,관할시군구내,18,22,25,26,40,40,37,48,35,34,110,28,32,29
,,,관할시도내,1,3,1,5,8,6,1,5,5,3,1,1,4,4
,,,관할시도외_서울,0,0,1,1,1,0,0,1,0,1,2,2,1,0
,,,관할시도외_기타,6,7,7,10,12,5,14,9,10,11,8,9,10,11
,장흥군,,합계,11,15,8,11,4,13,14,17,17,10,10,20,10,11
,,,관할시군구내,10,10,6,7,3,11,12,11,14,6,9,18,8,5
,,,관할시도내,1,2,1,1,1,0,2,2,1,1,1,0,0,1
,,,관할시도외_서울,0,0,0,0,0,0,0,1,0,1,0,0,0,1
,,,관할시도외_기타,0,3,1,3,0,2,0,3,2,2,0,2,2,4
,강진군,,합계,14,12,11,16,17,9,11,17,9,7,12,13,11,15
,,,관할시군구내,8,9,10,15,14,6,7,13,6,6,7,8,10,12
,,,관할시도내,0,0,1,0,2,1,3,1,0,0,4,1,1,1
,,,관할시도외_서울,1,0,0,0,0,2,0,0,0,1,0,0,0,0
,,,관할시도외_기타,5,3,0,1,1,0,1,3,3,0,1,4,0,2
,해남군,,합계,36,40,40,49,28,24,34,24,30,31,20,34,35,22
,,,관할시군구내,29,34,30,38,22,20,26,18,21,21,11,30,28,18
,,,관할시도내,4,4,2,2,4,2,1,3,4,4,4,2,2,2
,,,관할시도외_서울,0,0,0,3,1,1,0,0,2,0,1,0,1,1
,,,관할시도외_기타,3,2,8,6,1,1,7,3,3,6,4,2,4,1
,영암군,,합계,35,34,27,30,116,41,62,350,55,104,74,164,154,94
,,,관할시군구내,18,22,19,17,16,28,17,18,23,28,18,25,23,56
,,,관할시도내,11,9,4,8,94,6,10,44,17,23,18,39,36,11
,,,관할시도외_서울,1,0,1,0,1,0,9,79,1,4,3,7,16,6
,,,관할시도외_기타,5,3,3,5,5,7,26,209,14,49,35,93,79,21
,무안군,,합계,96,66,65,44,106,160,285,138,74,218,74,91,124,109
,,,관할시군구내,68,42,32,23,89,133,241,106,50,184,43,49,58,47
,,,관할시도내,20,21,21,16,12,18,24,30,22,26,26,32,47,42
,,,관할시도외_서울,1,2,1,2,0,0,1,1,0,0,1,1,2,1
,,,관할시도외_기타,7,1,11,3,5,9,19,1,2,8,4,9,17,19
,함평군,,합계,2,4,1,3,1,3,0,3,5,2,4,3,8,1
,,,관할시군구내,2,4,1,3,1,3,0,2,4,2,2,3,6,1
,,,관할시도내,0,0,0,0,0,0,0,1,0,0,2,0,1,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,영광군,,합계,16,14,18,24,17,17,29,35,13,17,19,28,23,25
,,,관할시군구내,11,11,12,16,15,12,15,25,13,15,16,20,18,18
,,,관할시도내,1,1,0,2,0,1,2,0,0,0,1,1,0,1
,,,관할시도외_서울,0,1,0,0,0,1,2,2,0,0,1,2,2,0
,,,관할시도외_기타,4,1,6,6,2,3,10,8,0,2,1,5,3,6
,장성군,,합계,12,11,11,13,17,3,7,18,15,7,8,16,15,20
,,,관할시군구내,10,6,5,8,8,1,5,11,7,3,6,14,13,12
,,,관할시도내,0,0,1,3,0,0,1,2,0,0,0,0,1,1
,,,관할시도외_서울,1,0,0,0,1,1,0,2,1,1,0,0,0,0
,,,관할시도외_기타,1,5,5,2,8,1,1,3,7,3,2,2,1,7
,완도군,,합계,3,12,6,13,6,7,11,13,6,8,7,8,12,8
,,,관할시군구내,3,11,6,13,5,7,10,12,6,8,6,7,12,7
,,,관할시도내,0,1,0,0,0,0,0,1,0,0,1,1,0,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,0,0,0,0,1,0,1,0,0,0,0,0,0,1
,진도군,,합계,2,3,3,4,7,3,8,12,9,5,9,33,10,11
,,,관할시군구내,2,2,2,2,6,3,8,10,7,5,6,33,8,9
,,,관할시도내,0,0,0,1,0,0,0,0,1,0,0,0,0,0
,,,관할시도외_서울,0,0,1,1,0,0,0,0,0,0,0,0,1,0
,,,관할시도외_기타,0,1,0,0,1,0,0,2,1,0,3,0,1,2
,신안군,,합계,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시군구내,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도내,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_서울,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,,,합계,2809,2744,3089,2369,2082,2867,4231,3702,2285,2644,2902,4915,6304,3614
,,,관할시군구내,1743,1815,2038,1422,1358,1705,2385,2250,1554,1762,1795,3008,3569,2210
,,,관할시도내,340,349,364,276,228,316,432,453,263,300,385,640,803,446
,,,관할시도외_서울,83,62,68,42,45,51,119,96,41,36,73,108,193,99
,,,관할시도외_기타,643,518,619,629,451,795,1295,903,427,546,649,1159,1739,859
,포항시,,합계,846,904,870,669,565,688,1031,1107,569,665,891,1653,1919,802
,,,관할시군구내,482,469,493,362,307,382,547,595,358,403,457,858,922,450
,,,관할시도내,129,187,161,126,101,121,167,208,109,118,183,317,332,145
,,,관할시도외_서울,39,39,32,19,15,19,35,33,13,13,37,64,84,25
,,,관할시도외_기타,196,209,184,162,142,166,282,271,89,131,214,414,581,182
,,남구,합계,401,373,294,248,223,258,353,467,203,226,264,570,589,210
,,,관할시군구내,234,178,172,134,114,141,175,255,133,139,153,296,295,132
,,,관할시도내,30,64,46,46,49,47,51,77,33,42,61,129,118,43
,,,관할시도외_서울,27,17,13,8,7,8,16,19,6,4,8,27,22,7
,,,관할시도외_기타,110,114,63,60,53,62,111,116,31,41,42,118,154,28
,,북구,합계,445,531,576,421,342,430,678,640,366,439,627,1083,1330,592
,,,관할시군구내,248,291,321,228,193,241,372,340,225,264,304,562,627,318
,,,관할시도내,99,123,115,80,52,74,116,131,76,76,122,188,214,102
,,,관할시도외_서울,12,22,19,11,8,11,19,14,7,9,29,37,62,18
,,,관할시도외_기타,86,95,121,102,89,104,171,155,58,90,172,296,427,154
,경주시,,합계,275,211,368,227,186,262,318,306,228,221,261,641,581,274
,,,관할시군구내,200,170,236,154,134,186,205,217,187,169,206,546,435,195
,,,관할시도내,22,17,30,22,10,24,29,20,16,11,14,27,53,21
,,,관할시도외_서울,2,0,9,5,4,2,10,7,1,3,5,3,6,4
,,,관할시도외_기타,51,24,93,46,38,50,74,62,24,38,36,65,87,54
,김천시,,합계,118,125,117,214,134,175,213,212,104,133,199,208,333,317
,,,관할시군구내,73,91,83,70,89,81,126,145,66,93,136,125,193,249
,,,관할시도내,18,8,11,14,13,21,26,20,13,15,22,27,41,17
,,,관할시도외_서울,4,4,5,2,3,3,4,2,2,2,4,3,9,4
,,,관할시도외_기타,23,22,18,128,29,70,57,45,23,23,37,53,90,47
,안동시,,합계,126,159,198,104,114,129,162,164,132,141,139,164,172,193
,,,관할시군구내,85,122,151,84,84,99,113,115,95,110,94,117,114,132
,,,관할시도내,19,27,27,6,14,10,10,16,15,16,27,22,29,24
,,,관할시도외_서울,4,2,2,2,3,4,6,4,3,0,5,3,7,7
,,,관할시도외_기타,18,8,18,12,13,16,33,29,19,15,13,22,22,30
,구미시,,합계,598,491,614,484,434,898,1641,906,447,507,467,1079,1674,919
,,,관할시군구내,359,359,433,326,308,487,821,565,330,351,326,698,1028,581
,,,관할시도내,58,46,56,47,33,77,114,71,52,57,41,116,158,81
,,,관할시도외_서울,20,11,8,5,11,15,48,31,6,6,6,25,57,39
,,,관할시도외_기타,161,75,117,106,82,319,658,239,59,93,94,240,431,218
,영주시,,합계,70,59,91,69,73,61,84,60,58,75,68,55,81,59
,,,관할시군구내,50,42,71,47,58,49,69,46,41,48,53,33,61,36
,,,관할시도내,5,6,8,9,6,5,5,7,3,14,10,8,6,11
,,,관할시도외_서울,3,0,2,3,1,2,2,0,2,2,2,2,3,2
,,,관할시도외_기타,12,11,10,10,8,5,8,7,12,11,3,12,11,10
,영천시,,합계,63,121,92,62,69,77,87,98,64,66,83,81,126,128
,,,관할시군구내,37,108,78,45,48,43,58,61,32,46,47,53,77,63
,,,관할시도내,12,5,4,5,7,4,9,13,5,4,10,13,17,11
,,,관할시도외_서울,0,0,0,0,0,0,1,1,2,2,2,1,1,0
,,,관할시도외_기타,14,8,10,12,14,30,19,23,25,14,24,14,31,54
,상주시,,합계,50,56,84,46,38,54,55,80,59,54,55,45,70,59
,,,관할시군구내,42,47,68,37,31,40,44,68,53,41,38,32,57,44
,,,관할시도내,2,5,4,3,2,4,4,4,3,5,6,4,4,5
,,,관할시도외_서울,0,1,1,1,1,1,3,0,0,2,2,0,3,1
,,,관할시도외_기타,6,3,11,5,4,9,4,8,3,6,9,9,6,9
,문경시,,합계,42,38,27,27,22,32,28,38,21,34,39,28,32,39
,,,관할시군구내,33,33,23,17,16,27,20,29,13,25,32,24,20,34
,,,관할시도내,4,3,1,5,3,4,2,3,3,4,3,3,4,3
,,,관할시도외_서울,1,1,2,1,0,0,2,2,2,1,1,1,1,1
,,,관할시도외_기타,4,1,1,4,3,1,4,4,3,4,3,0,7,1
,경산시,,합계,376,370,375,265,238,270,358,455,354,456,424,649,867,439
,,,관할시군구내,233,233,236,148,144,165,229,257,214,279,234,332,415,239
,,,관할시도내,29,22,22,20,11,16,16,38,12,14,24,43,59,25
,,,관할시도외_서울,6,2,4,2,4,1,3,4,5,4,4,4,14,11
,,,관할시도외_기타,108,113,113,95,79,88,110,156,123,159,162,270,379,164
,군위군,,합계,3,4,2,3,3,4,3,3,1,8,1,5,1,0
,,,관할시군구내,2,4,2,3,3,4,3,3,1,6,1,3,0,0
,,,관할시도내,1,0,0,0,0,0,0,0,0,1,0,2,0,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,0,0,0,0,0,0,0,0,0,1,0,0,1,0
,의성군,,합계,5,18,14,8,9,7,11,7,6,12,11,8,9,12
,,,관할시군구내,4,15,13,4,8,5,8,6,4,11,11,7,5,11
,,,관할시도내,0,2,1,1,1,1,1,0,0,1,0,0,1,0
,,,관할시도외_서울,0,0,0,0,0,0,2,1,0,0,0,0,0,0
,,,관할시도외_기타,1,1,0,3,0,1,0,0,2,0,0,1,3,1
,청송군,,합계,6,6,8,4,7,5,6,4,2,3,2,4,7,12
,,,관할시군구내,2,4,6,3,5,3,2,2,2,2,0,2,6,10
,,,관할시도내,2,0,1,0,0,1,2,1,0,1,0,2,0,1
,,,관할시도외_서울,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,,관할시도외_기타,2,2,1,1,2,0,2,1,0,0,2,0,1,1
,영양군,,합계,7,0,1,2,4,3,2,0,2,0,5,3,3,2
,,,관할시군구내,0,0,1,1,4,1,2,0,2,0,1,2,2,1
,,,관할시도내,6,0,0,0,0,1,0,0,0,0,1,1,0,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,1,0,0,1,0,1,0,0,0,0,3,0,1,1
,영덕군,,합계,10,8,9,11,8,9,10,8,6,12,6,10,12,6
,,,관할시군구내,8,7,7,8,5,7,9,5,5,11,6,7,10,4
,,,관할시도내,0,0,0,0,1,0,0,0,0,0,0,3,1,0
,,,관할시도외_서울,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,,관할시도외_기타,1,1,1,3,2,1,1,3,1,1,0,0,1,2
,청도군,,합계,17,9,14,13,13,2,16,12,9,8,14,8,17,14
,,,관할시군구내,12,6,12,9,10,1,13,8,8,7,10,6,10,8
,,,관할시도내,0,1,0,1,0,0,0,0,0,1,0,0,1,1
,,,관할시도외_서울,0,1,0,0,0,0,0,1,0,0,0,0,1,0
,,,관할시도외_기타,5,1,2,3,3,1,3,3,1,0,4,2,5,5
,고령군,,합계,20,8,16,13,13,13,8,23,11,14,12,20,17,20
,,,관할시군구내,12,5,13,10,5,7,4,12,7,10,6,13,6,10
,,,관할시도내,0,0,1,0,1,0,1,1,1,0,0,0,1,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,관할시도외_기타,8,3,2,3,7,6,3,10,3,4,6,7,10,9
,성주군,,합계,13,18,15,12,7,6,11,11,7,3,4,13,7,7
,,,관할시군구내,12,14,9,10,6,5,6,5,6,0,4,11,5,5
,,,관할시도내,0,1,1,0,1,0,1,0,0,0,0,1,1,0
,,,관할시도외_서울,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,,관할시도외_기타,1,3,5,2,0,1,4,5,1,3,0,1,1,2
,칠곡군,,합계,99,80,105,91,90,114,133,146,143,160,163,176,262,183
,,,관할시군구내,59,46,57,54,59,72,67,75,90,100,98,96,140,92
,,,관할시도내,20,12,18,11,13,19,38,38,19,25,27,36,69,49
,,,관할시도외_서울,2,1,1,0,2,1,1,6,5,1,4,0,1,0
,,,관할시도외_기타,18,21,29,26,16,22,27,27,29,34,34,44,52,42
,예천군,,합계,36,36,40,23,26,30,26,41,37,45,37,37,85,97
,,,관할시군구내,15,22,21,16,8,18,19,19,20,26,18,19,41,27
,,,관할시도내,11,6,17,3,9,8,6,13,12,12,14,13,25,49
,,,관할시도외_서울,1,0,1,1,1,0,0,2,0,0,0,1,4,2
,,,관할시도외_기타,9,8,1,3,8,4,1,7,5,7,5,4,15,19
,봉화군,,합계,8,0,5,9,3,7,11,5,5,6,5,3,5,6
,,,관할시군구내,3,0,4,4,2,5,5,3,3,6,5,3,4,4
,,,관할시도내,2,0,0,2,0,0,1,0,0,0,0,0,0,1
,,,관할시도외_서울,0,0,0,0,0,1,1,1,0,0,0,0,0,0
,,,관할시도외_기타,3,0,1,3,1,1,4,1,2,0,0,0,1,1
,울진군,,합계,21,23,23,12,25,19,16,16,19,21,16,25,22,26
,,,관할시군구내,20,18,20,9,23,16,15,14,17,18,12,21,16,15
,,,관할시도내,0,1,1,1,2,0,0,0,0,1,3,2,1,2
,,,관할시도외_서울,0,0,0,1,0,0,1,0,0,0,1,1,2,2
,,,관할시도외_기타,1,4,2,1,0,3,0,2,2,2,0,1,3,7
,울릉군,,합계,0,0,1,1,1,2,1,0,1,0,0,0,2,0
,,,관할시군구내,0,0,1,1,1,2,0,0,0,0,0,0,2,0
,,,관할시도내,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,0,0,0,0,0,0,1,0,1,0,0,0,0,0
경남,,,합계,4970,3973,4205,3621,2703,4017,5314,6079,3261,3517,4322,8541,8682,4650
,,,관할시군구내,3123,2523,2698,2408,1835,1971,2909,3537,2232,2412,2755,4829,4916,2802
,,,관할시도내,849,655,670,504,350,461,957,1175,503,549,698,1668,1596,722
,,,관할시도외_서울,87,59,75,54,25,68,131,110,37,45,224,208,193,100
,,,관할시도외_기타,911,736,762,655,493,1517,1317,1257,489,511,645,1836,1977,1026
,창원시,,합계,2079,1583,1602,1223,828,1012,2249,2577,1059,1254,1705,3453,2643,981
,,,관할시군구내,1087,816,866,685,495,563,1049,1284,629,725,867,1605,1326,530
,,,관할시도내,574,413,383,311,211,263,667,849,318,356,452,1075,810,279
,,,관할시도외_서울,47,34,33,25,7,23,50,53,13,29,192,126,75,30
,,,관할시도외_기타,371,320,320,202,115,163,483,391,99,144,194,647,432,142
,,의창구,합계,417,325,292,239,145,198,508,602,229,248,346,646,535,144
,,,관할시군구내,196,132,139,118,85,82,169,266,120,121,180,333,272,87
,,,관할시도내,144,111,82,71,42,75,197,234,86,97,124,225,186,38
,,,관할시도외_서울,5,6,5,6,1,7,12,13,4,4,4,11,17,5
,,,관할시도외_기타,72,76,66,44,17,34,130,89,19,26,38,77,60,14
,,성산구,합계,856,545,589,385,245,279,754,949,297,374,598,1552,799,120
,,,관할시군구내,411,254,275,180,117,128,333,405,171,192,279,584,335,57
,,,관할시도내,231,145,142,110,72,78,208,317,88,104,190,491,251,40
,,,관할시도외_서울,34,19,18,10,2,9,26,27,3,16,30,102,34,6
,,,관할시도외_기타,180,127,154,85,54,64,187,200,35,62,99,375,179,17
,,마산합포구,합계,165,150,174,163,97,141,349,411,148,144,155,224,374,261
,,,관할시군구내,97,100,115,102,73,92,192,239,104,93,107,136,206,126
,,,관할시도내,43,33,42,43,20,35,124,131,37,37,39,67,126,92
,,,관할시도외_서울,3,4,1,2,0,2,4,6,3,4,2,1,3,6
,,,관할시도외_기타,22,13,16,16,4,12,29,35,4,10,7,20,39,37
,,마산회원구,합계,354,273,349,254,159,208,373,303,194,179,374,429,342,219
,,,관할시군구내,194,153,203,152,93,124,168,158,96,114,140,226,169,114
,,,관할시도내,111,92,86,66,49,53,99,103,76,55,67,149,133,68
,,,관할시도외_서울,4,2,8,4,0,2,7,5,3,1,155,4,6,7
,,,관할시도외_기타,45,26,52,32,17,29,99,37,19,9,12,50,34,30
,,진해구,합계,287,290,198,182,182,186,265,312,191,309,232,602,593,237
,,,관할시군구내,189,177,134,133,127,137,187,216,138,205,161,326,344,146
,,,관할시도내,45,32,31,21,28,22,39,64,31,63,32,143,114,41
,,,관할시도외_서울,1,3,1,3,4,3,1,2,0,4,1,8,15,6
,,,관할시도외_기타,52,78,32,25,23,24,38,30,22,37,38,125,120,44
,진주시,,합계,523,483,441,405,280,325,545,557,387,441,500,865,1156,813
,,,관할시군구내,388,357,322,306,215,232,322,390,303,351,394,651,775,534
,,,관할시도내,77,76,64,45,31,43,75,74,48,50,56,131,213,132
,,,관할시도외_서울,5,5,4,12,3,5,20,8,5,4,6,7,23,20
,,,관할시도외_기타,53,45,51,42,31,45,128,85,31,36,44,76,145,127
,통영시,,합계,118,117,174,137,114,97,143,125,120,124,134,162,229,177
,,,관할시군구내,86,88,126,112,93,81,117,97,95,103,111,126,167,128
,,,관할시도내,10,11,16,5,5,6,8,14,5,10,10,11,22,21
,,,관할시도외_서울,4,3,1,4,1,3,3,1,1,0,5,2,0,3
,,,관할시도외_기타,18,15,31,16,15,7,15,13,19,11,8,23,40,25
,사천시,,합계,135,80,83,84,88,87,91,125,97,121,81,110,136,157
,,,관할시군구내,68,51,57,59,57,63,47,91,65,98,61,76,93,96
,,,관할시도내,41,13,16,18,15,12,29,14,14,18,11,14,24,41
,,,관할시도외_서울,6,3,2,0,2,1,1,3,2,1,0,6,1,4
,,,관할시도외_기타,20,13,8,7,14,11,14,17,16,4,9,14,18,16
,김해시,,합계,964,757,731,649,507,1546,837,818,536,597,764,1806,1875,914
,,,관할시군구내,692,559,520,488,358,419,528,554,397,453,533,1135,1112,572
,,,관할시도내,87,83,88,58,50,71,93,106,57,59,95,269,260,105
,,,관할시도외_서울,9,6,12,3,4,4,10,13,0,5,10,36,51,10
,,,관할시도외_기타,176,109,111,100,95,1052,206,145,82,80,126,366,452,227
,밀양시,,합계,85,46,56,85,59,56,56,62,77,65,79,67,132,103
,,,관할시군구내,70,33,47,37,47,38,45,44,53,42,64,49,90,71
,,,관할시도내,2,4,5,7,2,7,5,10,10,8,3,6,11,11
,,,관할시도외_서울,1,0,1,0,1,0,0,0,3,1,1,0,3,0
,,,관할시도외_기타,12,9,3,41,9,11,6,8,11,14,11,12,28,21
,거제시,,합계,200,211,261,226,216,217,447,539,191,174,199,366,727,558
,,,관할시군구내,141,152,182,156,140,135,208,214,134,126,141,190,323,277
,,,관할시도내,11,12,29,14,7,11,34,42,15,11,10,36,95,72
,,,관할시도외_서울,8,4,7,5,3,20,27,21,6,3,1,16,20,22
,,,관할시도외_기타,40,43,43,51,66,51,178,262,36,34,47,124,289,187
,양산시,,합계,685,521,581,571,439,511,739,1050,613,568,630,1478,1518,754
,,,관할시군구내,450,333,369,374,288,323,463,712,408,373,415,825,860,462
,,,관할시도내,24,21,29,20,12,22,20,28,23,22,24,94,113,27
,,,관할시도외_서울,6,3,12,2,3,8,11,7,5,2,5,11,17,8
,,,관할시도외_기타,205,164,171,175,136,158,245,303,177,171,186,548,528,257
,의령군,,합계,3,3,8,14,8,3,2,4,6,8,5,3,3,0
,,,관할시군구내,3,3,7,14,6,2,1,3,6,5,4,2,3,0
