"○ 행정구역(시군구)별, 성별 인구수 []",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정구역(시군구)별,항목,단위,2011. 01 월,2011. 02 월,2011. 03 월,2011. 04 월,2011. 05 월,2011. 06 월,2011. 07 월,2011. 08 월,2011. 09 월,2011. 10 월,2011. 11 월,2011. 12 월,2012. 01 월,2012. 02 월,2012. 03 월,2012. 04 월,2012. 05 월,2012. 06 월,2012. 07 월,2012. 08 월,2012. 09 월,2012. 10 월,2012. 11 월,2012. 12 월,2013. 01 월,2013. 02 월,2013. 03 월,2013. 04 월,2013. 05 월,2013. 06 월,2013. 07 월,2013. 08 월,2013. 09 월,2013. 10 월,2013. 11 월,2013. 12 월,2014. 01 월,2014. 02 월,2014. 03 월,2014. 04 월,2014. 05 월,2014. 06 월,2014. 07 월,2014. 08 월,2014. 09 월,2014. 10 월,2014. 11 월,2014. 12 월,2015. 01 월,2015. 02 월,2015. 03 월,2015. 04 월,2015. 05 월,2015. 06 월,2015. 07 월,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월,2020. 07 월,2020. 08 월,2020. 09 월,2020. 10 월,2020. 11 월,2020. 12 월,2021. 01 월,2021. 02 월,2021. 03 월
서구,총인구수,명,125867,125646,125548,125289,125205,125066,124896,124673,124443,124181,123972,123718,123635,123420,123136,122811,122592,122405,122184,121949,121759,121462,121166,120828,120595,120278,120155,119930,119766,119527,119667,119517,119475,119253,119134,118783,118584,118658,118679,118719,118630,118479,118213,118024,117763,117791,117998,118115,117995,117889,117602,117389,117247,117028,116730,116611,116412,116345,116126,115963,115759,115515,115380,115210,114936,114749,114445,114149,113907,113589,113283,112973,112628,112374,112116,111865,111703,111465,111352,111184,110963,110747,110438,110039,109770,109983,109872,109739,110244,110576,110655,110687,110696,110783,110690,110534,110421,110384,110298,110052,109820,109546,109409,109131,108946,108735,108449,108229,107973,107844,107669,107722,107868,107947,107934,107768,107689,107996,108119,108135,107978,107824,106451
동구,총인구수,명,101483,101441,101326,101250,101146,101307,101251,101077,100894,100781,100584,100420,100252,100183,100030,99951,99756,99582,99460,99274,99071,98942,98785,98529,98328,98191,98016,97888,97731,97402,97046,96866,96708,96496,96304,96011,95857,95652,95482,95360,95180,95084,95035,94915,94775,94815,94740,94565,94271,94078,93904,93802,93595,93456,93289,93071,92879,92668,92373,92069,91818,91568,91407,91230,91024,90769,90615,90467,90371,90176,90085,89826,89741,89623,89510,89239,89079,88940,88836,89023,89111,89092,89070,88868,88801,88645,88374,88181,87988,87787,87486,87345,87268,87093,86980,86912,86828,86671,86603,86485,86347,86206,86145,86939,87437,87796,87903,88165,88292,88439,89289,89673,89710,89698,89721,89665,89410,89205,89031,88901,88763,88639,88218
영도구,총인구수,명,146519,146169,145939,145651,145426,145193,144852,144495,144185,143791,143605,143205,142859,142640,142357,142067,141773,141572,141224,141019,140844,140545,140179,139765,139397,139178,138960,138669,138303,137944,137613,137232,136864,136554,136235,135816,135532,135254,134890,134532,134158,133902,133635,133325,133053,132935,132567,132102,131756,131546,131378,131247,130953,130825,130603,130381,130214,129971,129751,129385,129191,129029,128887,128689,128424,128218,127978,127739,127526,127193,126803,126362,125988,125628,125312,125040,124679,124463,124230,124067,124026,123863,123660,123521,123333,123114,122814,122513,122125,121895,121571,121256,121039,120647,120377,120109,119734,119494,119222,119045,118790,118588,118303,117978,117662,117316,117040,116711,116447,116155,115886,115645,115388,115120,114873,114511,114252,113909,113621,113342,113048,112809,111507
부산진구,총인구수,명,395299,394799,394527,394185,394200,394668,394931,395172,395262,395344,395148,395044,395184,395249,395175,395025,394894,394892,394664,394393,394009,393650,393154,392731,392735,392660,392516,392457,392584,392710,392339,392113,391765,391222,390782,389765,389132,388999,388774,388696,388663,388538,388713,388555,388353,388581,388004,387378,387245,386993,386677,386484,386369,386303,385899,385328,384868,384533,383889,381572,381148,380771,380638,380314,379806,379361,379037,378633,378177,377668,377180,376526,375957,375205,375136,375508,375385,375003,375032,374888,374334,373464,372523,371703,370945,370200,369532,368940,368321,367628,366590,365694,365195,364287,363282,362357,361565,360885,360140,359247,358815,358864,358854,359010,359022,358685,358302,357880,357284,356811,356661,356978,357190,357242,357695,357768,357558,358317,359375,359886,359978,360025,357645
동래구,총인구수,명,283649,284138,283868,283779,283800,283874,283690,284260,284379,284420,284302,283742,283389,282916,282481,281877,281540,281295,280736,280299,279903,279690,279371,278767,278507,278241,277530,277173,276860,276392,275929,275605,275527,275332,275287,276689,277711,278180,277925,277728,277652,277475,277239,276927,276867,277349,276844,275971,275352,275016,274444,274277,274112,273857,273513,273252,273105,272672,271747,272837,273361,273278,272848,272527,272240,272226,272178,271912,272259,272697,272815,272745,273394,274685,274618,274541,274243,273910,273379,272947,272451,271854,271240,270727,270230,270124,269820,269777,269639,269603,269364,269149,268721,267936,267411,266515,266502,266860,267232,267567,267572,267804,268097,268956,269739,270558,270910,271247,271562,271528,272319,272570,272532,272476,272554,272182,271980,271633,271187,270745,270695,270678,269497
남구,총인구수,명,297868,297852,297811,297606,297547,297335,296955,296570,296327,296083,295708,295121,294513,294391,294190,293811,293461,293171,292808,292522,292245,292000,291582,291175,290635,290421,290352,289912,289647,290164,291131,291566,292221,292404,292252,291770,291348,291079,290595,290134,289610,289169,288835,288402,288241,288390,287807,286989,286665,286928,286658,286537,286347,286051,285602,284913,284477,284122,283749,283101,282395,281923,281549,281225,280863,280566,280326,280139,279970,279593,279207,278779,278472,278004,277586,277022,276584,276360,276118,275588,275334,274843,274351,273854,273272,273331,274887,275847,276812,277352,278511,279263,279791,280233,280296,279917,279470,279033,278608,278497,278632,278270,277824,277205,276583,275792,275041,274480,273707,272927,272381,271674,271183,270606,270125,269626,269251,268711,268249,267731,267351,266989,265759
북구,총인구수,명,311604,311248,311012,310617,310325,309922,309602,309236,308960,308648,308447,307988,307513,307201,306944,306599,306253,306183,307925,309030,310149,311363,312351,312937,313416,313752,313596,313494,313438,312886,312381,312021,311630,311148,310797,309719,309341,308869,308475,308273,307753,307582,307522,307605,307535,307835,307407,306974,306725,306457,306244,306047,306102,306292,306534,306763,306745,307176,309068,310484,311380,311807,312114,312080,312090,311922,311807,311772,311751,311161,310862,310202,309789,309106,308865,308548,308067,307465,306723,305863,305305,304371,303650,302924,302427,301807,301167,300728,300372,299979,299512,298952,298636,298116,297465,296952,296292,295517,294651,293971,293362,292843,292387,291787,291452,291131,291337,291132,290908,290230,289575,289059,288986,288376,287736,286865,286327,285507,284872,283952,283452,282799,281851
해운대구,총인구수,명,426460,426629,426622,426450,426360,426275,425872,425416,425102,424862,425141,425618,426173,426691,427025,427765,427979,428232,428272,428201,427963,427690,428001,428188,427919,428302,428408,428813,428837,428912,428422,427930,427442,426598,426072,425536,425153,424662,424080,423523,423066,423287,423308,423292,423114,423638,423656,423531,423452,423352,423096,423090,423161,423428,423238,422920,422670,422715,422972,422818,422992,423121,422960,422803,422883,422777,422560,422298,421820,421209,420629,419853,419405,418524,418044,417626,416966,416362,415768,414917,414154,413263,412730,412039,411827,412079,412039,411772,411471,411091,410693,410304,410151,409858,409566,409347,409167,409032,408770,408384,408026,407560,407104,406627,406315,406058,406204,406102,406312,405708,405155,405268,404459,403923,403878,403118,402749,402820,402518,402169,401710,401280,400083
사하구,총인구수,명,358430,358372,358329,358051,357802,357555,357060,356551,356499,356399,356045,355443,355146,354798,354634,354608,354262,353878,353436,353089,352866,352774,352845,352726,352478,352516,352105,351912,351548,351026,350716,350651,350561,350331,349909,349110,348636,348080,347724,347078,346521,346221,345692,345020,344713,344768,344133,343371,342693,342244,341926,341772,341401,340788,340331,339632,339295,338925,338447,337781,336794,336161,335817,335464,335136,334741,334722,334597,334441,334909,334991,334603,334654,334299,333920,333761,333892,333818,333925,334116,334142,333566,333342,333301,333089,332641,332279,331884,331356,330934,330473,329946,329639,329105,328625,327791,326968,326061,325726,325166,324661,324330,324023,323430,322906,322333,321858,321004,320254,319542,318866,318196,317747,317258,316705,315748,314728,313677,312840,311757,311052,310740,309302
금정구,총인구수,명,255574,255798,255754,255787,256035,256141,255979,255554,255452,255344,255063,254720,254622,254426,254262,254168,253970,253827,254503,254927,255220,255143,255358,255692,255679,256002,255874,255802,255717,255560,255070,254825,254640,254231,254034,253526,252974,253093,252666,251933,251485,251443,251274,251185,251153,251514,250614,249856,249213,249072,248759,248270,248211,248177,247752,247504,247311,247048,246833,246026,245599,245633,245534,245315,244973,244727,244669,244836,244914,244957,244847,244624,244288,244405,244149,243951,243571,243293,243033,242995,243042,243781,244303,244469,244427,244778,244703,244546,244341,244113,243834,243718,243688,243417,243205,242956,242459,242447,242200,241986,241793,241488,241177,240880,240494,239837,239459,239062,238556,238208,237508,236904,236596,236009,235155,234640,234135,233601,233303,232666,231959,231743,230605
강서구,총인구수,명,62576,62442,62394,62377,62528,62814,62963,63158,63233,63366,64489,64733,64882,65297,65448,65628,65675,65724,65748,65832,65865,65826,65775,65806,65773,65847,66211,67045,67593,68009,68265,68353,68493,68675,68987,69873,70572,71555,72084,72618,73024,73323,73837,75342,76649,77741,78288,79619,80836,81961,82643,83291,84558,86771,88626,90058,91279,92488,93549,94608,96114,97877,99073,100308,101624,102977,103901,105129,105783,106304,107091,108909,109810,111464,112416,113353,114463,115196,115884,116889,117349,117262,117308,117382,117428,118017,118450,118760,119002,119105,119697,120471,120832,121219,121768,122957,123915,125309,125867,126333,126727,127032,127139,127422,127854,128334,128740,129566,130298,130748,131140,131235,131557,131779,131979,133354,135330,136485,137229,137957,138610,139088,139239
연제구,총인구수,명,213318,213923,214050,214082,214109,214219,214056,213954,213794,213659,213604,213326,213239,213103,212951,212936,212811,212625,212510,212287,212188,212006,211704,211536,211371,211270,211029,210766,210677,210688,210472,210364,210222,210116,209765,209290,209173,209180,209098,209051,209021,208801,208541,208304,208257,208684,208533,208012,207759,208145,208093,207773,207388,207314,209545,210232,210219,209960,209810,210718,210885,210903,210712,210592,210457,210099,209398,208689,208162,207640,207366,207268,207208,207738,207600,207358,207248,207128,207397,207508,207448,207075,206832,206742,206729,206423,205971,205697,205456,205290,205229,205073,204957,205525,206851,207840,208406,208637,208834,209712,210226,210011,209836,209529,209343,209503,209531,209395,209980,210509,210326,210086,209873,209514,209345,210146,210362,210191,209688,209157,208900,208743,207419
수영구,총인구수,명,178266,178121,178005,177876,177855,177766,177575,177226,177196,177088,177006,176691,176513,176274,176212,176087,176236,176412,176614,176711,176560,176521,176579,176666,176734,176693,176707,176724,176643,176361,176186,176033,175813,175609,175363,175098,174980,175278,175450,175577,175865,175937,176036,176694,177221,177716,177871,178480,179063,179286,179272,179325,179513,179815,179809,179867,179914,179917,179838,179795,179806,179689,179754,179851,179827,179666,179458,179434,179318,179399,179544,179324,179111,178525,178258,178366,178529,178454,178403,178849,179510,179736,179896,179996,179878,179804,179315,178955,178473,177896,177433,177258,177059,176726,176371,176246,176116,176118,176100,175744,175532,176294,176724,176777,176738,176531,176331,176148,176112,176879,176967,176984,176886,176975,176742,176937,177266,177085,176885,176894,176742,176703,176145
사상구,총인구수,명,257431,257359,257119,256967,256891,256597,256347,256007,255674,255203,254901,254413,254210,254198,254212,254107,253830,253562,252866,252426,251966,251345,250912,250424,250103,249934,249924,249600,249121,248434,248127,248005,248028,247535,247257,246797,246448,245986,245830,245512,245573,245477,245118,244574,244160,244054,243350,242953,242681,242050,241644,241378,241059,240772,240294,239797,239405,238918,238243,237711,237018,236633,236269,236014,235621,235226,234890,234560,234297,233892,233304,232800,232536,232021,231641,231348,230963,230867,230748,230560,230458,229925,229523,229219,228716,228193,227471,226845,226092,225742,225271,224884,224613,224349,223996,223361,222853,222315,222251,221994,221872,221317,220898,220374,219916,219303,218707,218094,217594,217250,216840,216507,216083,215709,215332,214826,214345,213747,213178,212586,212173,212038,211252
기장군,총인구수,명,102814,103149,103226,103784,104535,105413,105773,106104,106280,106615,107179,108095,108779,109290,109569,109839,110088,110363,110819,111067,111882,112892,113311,114566,116443,118077,118886,119620,120161,120752,122131,123246,124959,127751,130370,132507,133860,135522,136356,137394,137950,139246,140144,141085,141939,143064,143917,144748,145538,146260,146822,148123,149262,150095,150759,151258,151627,152077,152479,153093,153331,153573,153865,154751,155325,155853,156602,157416,157717,158064,158362,158527,158654,158794,158829,158810,158997,159055,159319,160113,160596,160811,161351,161651,162076,162283,162478,162668,162717,163110,163564,163868,164226,164528,164722,164864,164898,164833,165004,165024,165016,165090,165047,164989,165010,164949,164926,164716,164710,166321,167586,168132,169142,170139,171369,172288,172774,173167,173918,174545,175428,176112,176056
대구광역시,총인구수,명,2512071,2512321,2511231,2510773,2510644,2510243,2509833,2510079,2509609,2509297,2508935,2507271,2508370,2508563,2507586,2507310,2507022,2506977,2506969,2507715,2507791,2507571,2507910,2505644,2504945,2505040,2504623,2504888,2505083,2503728,2503604,2503400,2503679,2503648,2503283,2501588,2501823,2500778,2500874,2499880,2498632,2498450,2497705,2496596,2491269,2492994,2493857,2493264,2492658,2492583,2491897,2491545,2491867,2491137,2490799,2490621,2490584,2489847,2489339,2487829,2487823,2486589,2486059,2485663,2485134,2484864,2484856,2485537,2485692,2485484,2485535,2484557,2484688,2484578,2483488,2483105,2482476,2481985,2481489,2479887,2478236,2477186,2476557,2475231,2474309,2473466,2472175,2471136,2469936,2469617,2468824,2467385,2466454,2465145,2464002,2461769,2460382,2458138,2455829,2454154,2452291,2450478,2448666,2446745,2445270,2443528,2441581,2438031,2436488,2432883,2433568,2431523,2429059,2427954,2428022,2428228,2426849,2424171,2421859,2418346,2415813,2413191,2408875
중구,총인구수,명,77816,77799,77678,77399,77302,77187,77095,77015,76931,76890,76822,76600,76496,76307,76104,76024,75923,75841,75810,75743,75745,75616,75477,75439,75362,75381,75366,75610,76284,76495,76606,76560,76445,76409,76346,76246,76053,76014,75905,75957,76678,77306,77641,78225,78411,78646,78710,78812,78843,78802,78762,79476,80365,80793,80899,80791,80760,80676,80666,80928,81108,81047,81064,81034,80898,80732,80523,80295,80181,80085,79813,79712,79626,79522,79342,79208,79085,78925,78726,78517,78359,78194,78768,78986,79148,79118,78927,78777,78688,78530,78387,78384,78897,79352,79548,79401,79192,79001,78831,78504,78172,77935,77858,77770,77738,77743,77659,77421,77282,77151,77136,76955,76880,76984,77062,77120,77030,76849,76727,76547,76382,76159,75647
동구,총인구수,명,337836,338690,339214,340289,341024,341448,341616,341905,341598,341556,341547,341206,341015,341263,341239,341280,341506,341621,341588,341596,341451,341668,342334,342092,342115,341964,341980,342076,341942,342261,342667,343093,343755,343968,344013,343802,345496,346854,347423,347569,347323,347371,347092,347282,346796,347415,347732,347975,348123,348348,349026,349321,349668,349742,349959,350267,350246,350054,349884,349728,350195,350483,351098,351266,351198,350996,350968,351213,351212,351055,351152,351352,351538,351641,351371,351334,351218,351153,351198,350928,350492,349905,349434,349379,349429,349630,350234,350961,351518,351892,352059,351916,351769,351724,351380,351291,351255,350609,350340,350066,349441,348825,348236,347700,347347,346834,346334,345469,344932,343857,343933,343568,342897,342627,342657,343317,343233,342552,342432,341920,341498,341661,342656
서구,총인구수,명,224289,224079,224207,224162,223955,223911,223681,223488,223212,222966,222788,222619,222506,222140,221778,221759,221498,221313,221126,221069,220883,220725,220673,220211,219759,219416,219256,218884,218360,217675,217295,216889,216503,216169,215764,215399,215224,214967,214739,214543,214044,213775,213307,212836,212264,211627,211140,210770,210515,210099,209606,208887,208482,207902,207608,207444,207162,206986,206556,206028,205723,205153,204496,204119,203485,202891,202255,201573,201193,200603,200060,199507,198950,198487,197889,197445,196938,196507,196096,195423,194568,193729,192743,191992,191358,190736,190084,189585,189044,188705,188107,187284,186481,185606,184954,184372,183777,183029,182468,181782,180870,179920,178917,178067,177384,176642,175930,175277,174803,174389,174042,173807,173278,172802,172657,172465,171947,171576,171060,170700,170383,170005,169432
남구,총인구수,명,171148,170848,170518,170155,170017,169929,169765,169774,169552,169380,169187,169095,169189,168997,168865,168984,168916,169017,169026,169079,169137,169129,169054,168715,168449,168448,168584,168479,168058,167713,167425,167133,166960,166716,166340,166062,165807,165517,165639,165317,165151,164984,164765,164455,164108,163947,163697,163492,163344,163319,163076,162828,162397,162168,162038,161939,161810,161513,161231,160852,160541,160321,159917,159395,159013,158638,158237,157691,157337,157215,156833,156433,155915,155655,155237,154982,154802,154776,154644,154463,154115,153785,153204,152845,152574,152438,152280,152128,151993,151890,151911,151813,151483,151070,150744,150501,150216,149790,149503,149314,149002,148682,148347,148211,148224,148174,148193,148113,148057,147938,148083,147905,147746,147482,147355,147235,146864,146513,146658,146632,146428,146255,146006
