"행정구역(시군구)별","항목","단위","2011. 01 월","2011. 02 월","2011. 03 월","2011. 04 월","2011. 05 월","2011. 06 월","2011. 07 월","2011. 08 월","2011. 09 월","2011. 10 월","2011. 11 월","2011. 12 월","2012. 01 월","2012. 02 월","2012. 03 월","2012. 04 월","2012. 05 월","2012. 06 월","2012. 07 월","2012. 08 월","2012. 09 월","2012. 10 월","2012. 11 월","2012. 12 월","2013. 01 월","2013. 02 월","2013. 03 월","2013. 04 월","2013. 05 월","2013. 06 월","2013. 07 월","2013. 08 월","2013. 09 월","2013. 10 월","2013. 11 월","2013. 12 월","2014. 01 월","2014. 02 월","2014. 03 월","2014. 04 월","2014. 05 월","2014. 06 월","2014. 07 월","2014. 08 월","2014. 09 월","2014. 10 월","2014. 11 월","2014. 12 월","2015. 01 월","2015. 02 월","2015. 03 월","2015. 04 월","2015. 05 월","2015. 06 월","2015. 07 월","2015. 08 월","2015. 09 월","2015. 10 월","2015. 11 월","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월","2021. 07 월","2021. 08 월","2021. 09 월",
"강진군","세대수","호","18640","18570","18587","18657","18666","19078","18870","18786","18729","18677","18657","18824","18643","18569","18518","18487","18464","18600","18545","18508","18480","18490","18491","18550","18503","18467","18526","18568","18546","18665","18632","18602","18634","18657","18737","18756","18731","18714","18732","18734","18742","18707","18695","18653","18651","18635","18618","18753","18648","18614","18633","18596","18601","18666","18618","18673","18644","18606","18584","18577","18509","18472","18459","18455","18465","18443","18424","18388","18390","18387","18403","18414","18389","18352","18349","18349","18368","18366","18363","18349","18351","18358","18351","18358","18332","18320","18332","18364","18377","18356","18354","18323","18321","18330","18341","18352","18315","18311","18325","18325","18318","18309","18320","18316","18295","18330","18346","18351","18359","18374","18436","18445","18505","18536","18551","18565","18583","18580","18607","18612","18650","18626","18574","18608","18622","18620","18633","18641","18620",
"해남군","세대수","호","35614","35537","35569","35550","35543","35510","35485","35439","35413","35351","35338","35366","35403","35379","35478","35485","35482","35472","35498","35500","35499","35525","35489","35488","35466","35453","35438","35451","35442","35487","35467","35422","35428","35420","35404","35438","35409","35376","35391","35384","35416","35393","35395","35397","35384","35384","35366","35344","35356","35363","35367","35305","35295","35272","35305","35309","35276","35313","35323","35354","35340","35310","35277","35275","35303","35294","35298","35264","35247","35220","35211","35231","35190","35181","35200","35168","35177","35165","35138","35087","35076","35091","35083","35071","34985","34908","34887","34886","34859","34837","34810","34784","34801","34805","34778","34745","34695","34616","34657","34645","34671","34730","34749","34760","34762","34774","34794","34824","34881","34901","34947","34967","35077","35132","35168","35188","35201","35237","35241","35259","35308","35320","35212","35261","35313","35330","35322","35323","35303",
"영암군","세대수","호","27210","27171","27312","27352","27365","27338","27345","27302","27340","27401","27498","27544","27535","27530","27582","27601","27574","27552","27552","27540","27532","27512","27499","27467","27457","27467","27445","27421","27348","27336","27323","27279","27258","27243","27203","27191","27224","27292","27359","27443","27482","27435","27433","27437","27423","27387","27390","27353","27328","27314","27340","27337","27322","27349","27362","27335","27316","27329","27259","27242","27257","27272","27294","27319","27319","27315","27283","27304","27303","27259","27220","27190","27136","27085","27071","27066","27037","27030","27035","27031","26988","26992","26940","26885","26910","26916","26886","26889","26863","26839","26835","26840","26832","26860","26878","26851","26793","26783","26776","26799","26844","26825","26921","27075","27177","27288","27312","27362","27354","27372","27455","27462","27564","27660","27680","27677","27731","27751","27739","27827","27876","27912","27881","27920","27936","27993","28048","28040","28068",
"무안군","세대수","호","31604","31677","31714","31745","31858","31909","31918","31996","32137","32205","32218","32211","32275","32397","32362","32297","32311","32272","32256","32199","32225","32247","32218","32248","32273","32266","32253","32464","32734","32886","33055","33151","33205","33351","33492","33549","33613","33733","33881","33937","33973","34056","34100","34290","34349","34461","34539","34562","34544","34580","34601","34628","34704","34815","34846","34855","34873","34882","35015","35086","35095","35120","35298","35300","35350","35360","35400","35429","35418","35474","35459","35500","35555","35616","35783","35845","35911","35926","35966","36006","36080","36124","36223","36235","36215","36211","36289","36344","36354","36353","36344","36347","36361","36405","36448","36410","36441","36420","36484","36557","36553","36537","36545","36543","36563","36638","36688","36722","36785","37011","37191","37361","37581","37728","37806","38451","39095","39411","39707","40114","40442","40793","40913","41086","41240","41475","41746","41970","42226",
"함평군","세대수","호","17689","17678","17653","17660","17662","17627","17650","17637","17620","17588","17560","17556","17565","17596","17594","17621","17635","17642","17649","17602","17588","17591","17544","17519","17502","17515","17504","17477","17468","17498","17520","17508","17519","17537","17579","17604","17586","17600","17599","17615","17624","17586","17562","17536","17507","17482","17502","17489","17487","17464","17472","17486","17475","17506","17517","17520","17523","17509","17508","17547","17515","17522","17554","17559","17582","17555","17580","17560","17531","17558","17587","17591","17556","17563","17601","17662","17670","17658","17654","17675","17694","17706","17763","17790","17764","17772","17783","17814","17819","17789","17761","17753","17732","17732","17737","17751","17726","17722","17725","17713","17738","17741","17768","17788","17808","17808","17815","17837","17845","17857","17846","17871","17922","17942","17944","17944","17965","17988","17998","17995","18012","18009","17880","17846","17837","17838","17838","17857","17877",
"영광군","세대수","호","25570","25540","25552","25555","25532","25519","25501","25501","25515","25517","25521","25552","25519","25524","25524","25497","25543","25621","25654","25654","25665","25696","25719","25778","25745","25785","25893","26023","26097","26129","26107","26090","26096","26127","26162","26309","26233","26181","26166","26161","26111","26093","26051","26013","25990","25989","25988","26040","26034","26008","26000","25981","25959","25970","26016","26004","26040","26036","26077","26070","26055","26063","26081","26103","26094","26085","26083","26071","26040","26062","26052","26054","26054","26069","26105","26111","26124","26150","26151","26188","26170","26192","26207","26244","26264","26273","26334","26341","26338","26315","26311","26309","26309","26344","26363","26378","26410","26410","26459","26490","26508","26544","26554","26572","26596","26620","26635","26687","26718","26723","26766","26791","26887","26966","27009","27023","27053","27062","27133","27138","27166","27181","27009","27016","27033","27040","27045","27023","26986",
"장성군","세대수","호","20899","20912","20840","20823","20785","20786","20770","20823","20872","20894","20914","20882","20850","20853","20845","20883","20869","20917","20954","20975","21007","21002","21003","20971","20978","20962","20968","21007","21021","21079","21078","21093","21078","21107","21168","21191","21198","21231","21311","21314","21335","21341","21288","21258","21237","21236","21292","21292","21284","21283","21272","21270","21256","21312","21340","21362","21406","21391","21463","21529","21508","21487","21459","21497","21487","21461","21504","21460","21477","21470","21523","21557","21553","21586","21579","21626","21636","21639","21676","21669","21704","21749","21765","21885","21888","21923","21951","22001","22016","21975","21934","21955","21991","21984","22022","22095","22116","22134","22124","22282","22252","22410","22393","22417","22644","22650","22774","22850","22879","22966","22967","23049","23087","23174","23193","23143","23161","23139","23141","23178","23176","23279","23133","23142","23159","23135","23143","23116","23107",
"완도군","세대수","호","25255","25204","25286","25259","25262","25245","25242","25225","25231","25212","25223","25227","25198","25167","25248","25273","25282","25268","25274","25234","25219","25207","25190","25215","25178","25129","25149","25133","25176","25209","25214","25200","25195","25201","25218","25240","25234","25239","25286","25290","25303","25301","25349","25320","25324","25313","25315","25321","25317","25357","25378","25400","25410","25444","25440","25445","25459","25482","25504","25535","25552","25550","25580","25573","25590","25633","25649","25634","25638","25669","25675","25688","25667","25703","25716","25738","25740","25722","25729","25700","25703","25719","25720","25750","25739","25697","25751","25776","25787","25764","25788","25785","25792","25801","25815","25835","25850","25859","25897","25923","25945","25932","25909","25907","25870","25874","25885","25872","25852","25902","25904","25927","25985","26036","26111","26121","26139","26181","26219","26241","26272","26306","26291","26296","26223","26212","26178","26133","26083",
"진도군","세대수","호","15768","15746","15792","15784","15802","15790","15762","15755","15749","15762","15770","15775","15748","15727","15723","15743","15747","15748","15753","15747","15726","15714","15709","15736","15745","15748","15775","15781","15773","15778","15773","15782","15777","15782","15782","15803","15787","15784","15803","15840","15885","15877","15891","15872","15856","15863","15852","15865","15854","15843","15856","15822","15814","15829","15848","15864","15864","15878","15909","15932","15925","15921","15920","15898","15880","15867","15872","15870","15864","15869","15879","15911","15907","15916","15985","16013","16013","16005","16004","16005","16037","16033","16036","16060","16089","16083","16080","16092","16132","16118","16082","16060","16051","16061","16090","16110","16105","16111","16134","16108","16091","16102","16102","16099","16090","16091","16095","16102","16133","16126","16130","16172","16280","16318","16362","16401","16390","16413","16650","16840","16756","16737","16640","16649","16659","16700","16685","16656","16636",
"신안군","세대수","호","22337","22347","22317","22315","22322","22318","22301","22267","22204","22183","22148","22105","22027","22046","22037","22075","22097","22104","22143","22114","22105","22064","22046","22059","22061","22105","22134","22141","22207","22228","22267","22275","22278","22282","22272","22272","22229","22310","22378","22414","22434","22436","22415","22390","22368","22317","22269","22192","22133","22193","22221","22255","22243","22248","22291","22300","22275","22285","22293","22270","22239","22281","22271","22262","22249","22221","22215","22190","22151","22128","22113","22077","22074","22123","22139","22171","22135","22116","22121","22092","22073","22037","22045","22046","22098","22107","22121","22144","22127","22077","22053","22026","22016","21972","21911","21883","21870","21855","21854","21874","21846","21845","21878","21865","21834","21781","21762","21736","21757","21804","21781","21794","21853","21895","21927","21923","21898","21858","21808","21827","21803","21935","21805","21866","21889","21901","21899","21894","21861",
"경상북도","세대수","호","1101294","1101908","1103224","1104535","1105615","1106539","1107200","1108259","1110089","1111715","1113013","1114901","1114506","1115190","1116512","1117150","1117991","1118883","1119683","1120164","1120900","1122136","1123736","1125195","1126044","1126942","1128339","1129336","1130416","1131718","1132318","1133265","1134249","1135742","1137629","1139387","1139463","1140927","1142501","1143377","1144241","1145091","1145875","1147039","1151129","1150669","1151536","1153559","1153711","1155068","1156132","1156938","1158048","1160150","1161940","1163458","1164683","1166062","1167936","1169648","1169682","1171457","1173012","1173932","1175135","1176023","1176719","1177080","1177666","1178555","1179745","1180643","1180808","1182192","1183148","1183730","1184235","1184831","1185638","1187077","1188727","1190021","1191584","1193261","1193620","1194668","1195846","1197217","1198184","1198759","1199503","1200955","1202250","1203754","1205485","1207351","1208140","1210049","1212567","1214251","1216294","1218084","1219204","1220090","1221511","1223380","1224965","1227548","1228044","1229265","1231572","1235801","1239069","1241310","1242701","1244551","1246952","1249009","1251445","1254662","1256416","1259684","1262718","1265410","1265179","1266588","1268267","1269770","1271864",
"포항시","세대수","호","196607","196773","196911","197176","197331","197594","197846","198082","198415","198563","198843","199120","199237","199614","199850","200071","200266","200408","200601","200894","201033","201356","202023","202148","202320","202535","202805","203011","203199","203490","203704","204004","204069","204344","204628","204857","205026","205303","205545","205708","205831","206120","206388","206586","206756","207040","207188","207515","207420","207627","207799","207977","208274","208397","208724","208875","209234","209601","210595","210690","210798","211035","211156","211237","211417","211492","211708","211808","211852","211947","212082","212095","212206","212479","212571","212743","212840","212975","213079","213301","213450","213600","213767","214012","214121","214287","214385","214676","214905","215116","215303","215577","215855","216117","216366","216654","217173","217588","217972","218297","218619","218858","219150","219310","219516","219791","220024","220328","220526","221005","221633","222494","223115","223485","223896","224375","224857","225027","225259","225693","226057","226944","228238","228898","228970","229461","229763","230298","230831",
"남구","세대수","호","98673","98657","98705","98759","98798","98777","98823","98838","98946","98998","99031","98991","98961","99012","99083","99117","99152","99205","99285","99358","99384","99596","99715","99746","99874","99972","100063","100080","100143","100177","100223","100347","100323","100374","100379","100431","100456","100481","100683","100794","100855","100970","100843","100859","100853","100961","100963","101073","100997","101073","101107","101215","101411","101508","101733","101782","101853","101947","102297","102172","102211","102405","102444","102437","102443","102476","102627","102623","102616","102675","102690","102685","102716","102848","102831","102796","102735","102778","102769","102817","102821","102904","102957","103117","103127","103140","103252","103028","103024","103035","103093","103213","103436","103537","103753","103887","104074","104164","104284","104341","104460","104481","104557","104551","104651","104788","104767","104824","104770","104616","104722","105032","105247","105302","105418","105586","105750","105778","105841","106025","106249","106793","107443","107793","107883","108103","108299","108397","108629",
"북구","세대수","호","97934","98116","98206","98417","98533","98817","99023","99244","99469","99565","99812","100129","100276","100602","100767","100954","101114","101203","101316","101536","101649","101760","102308","102402","102446","102563","102742","102931","103056","103313","103481","103657","103746","103970","104249","104426","104570","104822","104862","104914","104976","105150","105545","105727","105903","106079","106225","106442","106423","106554","106692","106762","106863","106889","106991","107093","107381","107654","108298","108518","108587","108630","108712","108800","108974","109016","109081","109185","109236","109272","109392","109410","109490","109631","109740","109947","110105","110197","110310","110484","110629","110696","110810","110895","110994","111147","111133","111648","111881","112081","112210","112364","112419","112580","112613","112767","113099","113424","113688","113956","114159","114377","114593","114759","114865","115003","115257","115504","115756","116389","116911","117462","117868","118183","118478","118789","119107","119249","119418","119668","119808","120151","120795","121105","121087","121358","121464","121901","122202",
"경주시","세대수","호","108468","108447","108462","108555","108601","108672","108589","108581","108667","108847","108893","108945","108979","109009","109129","109190","109275","109374","109490","109553","109580","109581","109579","109675","109755","109828","109948","110057","110221","110436","110550","110635","110777","110830","110909","111053","111096","111249","111603","111431","111374","111384","111526","111576","111577","111672","111769","111848","112044","112625","112289","112240","112308","112370","112341","112372","112528","112556","112527","112609","112593","112808","113101","113220","113319","113366","113407","113455","113547","113584","113725","113798","113851","113886","113962","113955","114065","114118","114305","114470","114580","114689","114818","114942","114951","115075","115244","115338","115488","115775","116022","116211","116364","116491","116600","116805","116921","117236","117434","117700","117813","117882","117965","118045","118108","118251","118441","118542","118644","118717","118983","119379","119696","119945","120174","120405","120643","120802","121103","121505","121727","122092","121888","122131","122314","122465","122566","122742","122973",
"김천시","세대수","호","54518","54426","54481","54565","54709","54802","55051","54908","54928","55157","55163","55334","55063","55178","55303","55418","55606","55675","55682","55622","55678","55732","55785","55964","55876","55799","56078","56076","56078","56208","56157","56114","56295","56358","56372","56681","56504","56499","56533","56576","56553","56583","56587","56569","56590","56624","56754","57275","57205","57245","57326","57496","57789","58623","59347","60441","60562","60700","60731","60757","60778","61094","61330","61428","61535","61757","61838","61835","61962","62048","62154","62202","62190","62401","62685","62836","62922","62983","63026","63140","63289","63318","63354","63360","63284","63261","63333","63375","63383","63354","63336","63399","63409","63415","63498","63443","63471","63675","64078","64253","64465","64623","64648","64763","64877","65006","65161","65273","65211","65248","65306","65500","65765","66194","66311","66446","66638","66727","66993","67122","67165","67407","67851","67981","68052","67881","67949","67961","68026",
"안동시","세대수","호","68083","68139","68190","68242","68259","68278","68304","68318","68359","68439","68519","68766","68833","68896","68910","68996","69098","69142","69150","69192","69185","69233","69430","69617","69571","69610","69711","69638","69652","69635","69669","69698","69767","69830","70320","70674","70552","70574","70614","70598","70595","70586","70559","70623","70678","70799","71196","71881","71651","71697","71737","71841","71932","72013","72063","72094","72147","72173","72787","73108","72875","73052","73174","73164","73162","73113","73047","72988","72935","72988","73410","73714","73565","73514","73562","73537","73503","73474","73374","73219","73186","73215","73619","73816","73542","73376","73288","73269","73203","73172","73218","73194","73187","73220","73578","73863","73787","73798","73708","73738","73772","73891","73921","73948","74051","74540","74589","74827","74888","74987","75198","75584","75768","75761","76021","76279","76435","76549","76693","76915","76973","77132","77232","77388","77267","77329","77379","77398","77504",
"구미시","세대수","호","157458","157906","158417","158858","159298","159446","159651","160494","160800","161126","161316","161502","161720","161788","162165","162139","162216","162343","162512","162579","162743","162913","162967","163030","163471","163635","163747","163987","164182","164228","164110","164375","164603","164888","165192","165018","165089","165323","165523","165672","165908","166033","166037","166050","166345","166482","166548","166686","166877","167076","167810","167741","167598","167453","167462","167488","167460","167532","167505","167635","167762","167892","168302","168293","168425","168362","168313","168252","168326","168315","168334","168487","168662","168985","169000","169108","169128","169422","169644","170157","170573","170948","171210","171387","171783","172107","172328","172534","172599","172592","172629","172762","172876","173109","173233","173269","173324","173705","173842","174085","174527","174766","174956","175163","175377","175569","175669","176015","176328","176604","176716","177130","177634","177824","178025","178272","178712","179140","179331","179889","180189","180627","181067","181296","181372","181490","181732","181896","182378",
"영주시","세대수","호","46695","46702","46706","46773","46934","47085","47066","47055","47104","47179","47394","47446","47331","47279","47290","47242","47203","47218","47200","47145","47237","47465","47711","47908","47765","47682","47650","47594","47602","47624","47584","47557","47578","47847","48161","48324","48194","48158","48139","48121","48136","48114","48082","48064","48065","48110","48115","48093","48073","48046","48069","48100","48107","48110","48114","48077","48093","48138","48145","48186","48230","48206","48209","48253","48307","48343","48341","48291","48303","48471","48627","48678","48714","48773","48836","48842","48880","48895","48874","48872","48847","48841","48835","48845","48894","48867","48879","48880","48886","48891","48905","48894","48921","48992","49005","48982","48977","49011","49007","49012","49031","49006","49025","48992","49018","49026","49030","49063","49105","49150","49209","49389","49457","49480","49526","49567","49628","49678","49696","49718","49813","49872","49869","50000","49933","49959","49965","49989","50024",
"영천시","세대수","호","44830","44817","44865","44854","44807","44789","44792","44848","45516","45812","45808","45765","45575","45484","45463","45423","45427","45413","45392","45348","45333","45334","45310","45328","45324","45303","45310","45299","45359","45410","45436","45458","45466","45520","45581","45605","45563","45603","45598","45624","45845","45923","46081","46121","46149","46218","46267","46355","46402","46452","46483","46576","46610","46720","46745","46790","46762","46834","46963","47110","47101","47176","47180","47216","47250","47287","47301","47290","47247","47294","47397","47509","47583","47647","47740","47796","47850","47940","47982","48031","48215","48342","48466","48564","48587","48651","48802","48890","48910","48915","48941","49071","49262","49392","49705","50020","49931","49998","50177","50225","50479","50791","50803","50793","51078","51194","51319","51439","51366","51433","51570","51883","52007","52037","52019","52141","52330","52495","52668","52861","52875","53117","53423","53603","53392","53435","53379","53458","53437",
"상주시","세대수","호","44923","44966","44989","44973","44966","44992","44983","44952","45053","45085","45062","45047","45052","45075","45063","45063","45079","45114","45128","45151","45178","45174","45185","45174","45162","45224","45236","45255","45260","45278","45307","45330","45349","45355","45346","45413","45487","45609","45657","45705","45748","45742","45720","45731","45761","45816","45825","45845","45835","45850","45882","45908","45939","45997","46052","46052","46094","46171","46253","46313","46327","46379","46426","46487","46527","46538","46640","46708","46710","46722","46733","46750","46772","46889","46889","46887","46853","46863","46925","46944","46955","46941","46982","47048","47058","47065","47081","47109","47108","47049","47059","47092","47188","47295","47408","47527","47510","47535","47869","47980","48023","48022","48028","48045","48068","48164","48381","48796","48527","48512","48466","48580","48635","48679","48661","48726","48755","48787","48803","48856","48860","48939","49049","49086","48773","48816","48787","48773","48774",
"문경시","세대수","호","32903","32906","32879","32902","32860","32880","32864","32863","32886","32887","32871","33226","33053","33071","33173","33156","33120","33111","33101","33138","33186","33182","33180","33357","33328","33467","33478","33529","33559","33586","33582","33586","33588","33599","33591","33674","33701","33846","33832","33843","33890","33927","34007","34055","34075","34098","34145","34159","34119","34224","34201","34188","34210","34231","34277","34258","34269","34283","34286","34625","34550","34670","34644","34592","34616","34621","34532","34452","34493","34560","34583","34643","34561","34619","34603","34614","34581","34588","34579","34565","34556","34574","34581","34555","34524","34671","34683","34692","34681","34678","34654","34662","34677","34677","34658","34644","34705","34733","34930","34989","35047","35255","35226","35243","35269","35316","35346","35587","35495","35543","35581","35655","35740","36005","35958","35965","36031","36116","36113","36268","36139","36255","36880","36861","36810","36778","36775","36702","36807",
"경산시","세대수","호","94509","94623","94851","94950","95035","95100","95212","95329","95464","95597","95951","96241","96210","96397","96605","96794","96948","97120","97333","97419","97547","97768","97905","98130","98408","98739","98953","99140","99350","99449","99548","99693","99816","100037","100155","100272","100358","100602","100981","101201","101322","101457","101599","102299","105611","104153","103828","103935","104116","104440","104719","104967","105153","105475","105879","106015","106200","106443","106394","106495","106496","106816","106895","107097","107352","107527","107638","107761","107869","107974","107920","107821","107784","107999","108168","108279","108377","108360","108417","108781","109308","109555","109722","109849","109847","109997","110068","110209","110354","110625","110925","111368","111663","112024","112229","112513","112615","112859","113080","113227","113603","114033","114309","114488","114712","114922","115195","115537","115714","115844","116503","117045","117382","117601","117654","117861","118160","118507","119032","119680","120176","120577","120655","121239","121960","122666","123338","123760","124332",
"군위군","세대수","호","11763","11766","11754","11734","11714","11693","11681","11670","11660","11682","11659","11647","11643","11659","11667","11676","11685","11696","11685","11655","11665","11650","11666","11671","11699","11709","11718","11745","11748","11779","11804","11797","11821","11834","11864","11896","11892","11926","11964","12044","12107","12097","12086","12076","12053","12057","12038","12038","12028","12003","11996","11992","12049","12091","12106","12098","12130","12150","12174","12189","12189","12228","12241","12232","12262","12278","12313","12338","12370","12396","12412","12428","12467","12535","12562","12570","12564","12575","12578","12584","12585","12614","12651","12670","12674","12692","12734","12796","12945","12866","12813","12780","12784","12777","12762","12784","12757","12772","12786","12797","12808","12797","12819","12827","12850","12850","12890","12938","12949","12946","12931","12966","12969","13002","13034","13054","13062","13078","13082","13096","13112","13108","13114","13123","13043","13063","13068","13062","13075",
"의성군","세대수","호","27473","27488","27484","27446","27421","27409","27399","27378","27384","27396","27386","27370","27334","27355","27365","27382","27388","27383","27381","27343","27334","27358","27378","27407","27397","27372","27418","27417","27420","27422","27405","27359","27350","27330","27311","27316","27306","27293","27291","27320","27304","27326","27337","27323","27334","27338","27326","27352","27319","27311","27302","27310","27331","27346","27363","27348","27346","27351","27349","27398","27382","27363","27382","27408","27428","27423","27440","27435","27421","27428","27437","27440","27441","27461","27501","27502","27522","27511","27515","27523","27547","27526","27540","27574","27573","27565","27643","27704","27681","27670","27666","27687","27703","27714","27779","27822","27841","27858","27885","27905","27919","27937","27961","27980","28027","28017","28078","28212","28245","28237","28288","28342","28439","28508","28519","28574","28645","28681","28735","28750","28771","28783","28784","28834","28699","28759","28792","28781","28784",
"청송군","세대수","호","12747","12730","12740","12746","12759","12771","12784","12779","12808","12819","12808","12827","12831","12845","12851","12840","12854","12871","12841","12858","12868","12863","12875","12885","12875","12892","12902","12917","12906","12924","12938","12931","12954","12977","12992","13023","13045","13067","13094","13144","13154","13143","13144","13142","13143","13174","13190","13220","13210","13201","13208","13219","13224","13233","13239","13243","13256","13279","13300","13332","13353","13344","13392","13383","13408","13415","13413","13406","13403","13432","13432","13460","13466","13479","13499","13503","13509","13510","13516","13533","13525","13549","13557","13562","13559","13584","13598","13627","13661","13669","13670","13685","13686","13696","13698","13723","13779","13776","13793","13819","13829","13818","13809","13801","13829","13839","13866","13862","13900","13916","13943","13966","14004","14047","14035","14035","14036","14049","14059","14064","14081","14112","14075","14109","14052","14060","14069","14075","14066",
"영양군","세대수","호","8664","8666","8678","8670","8682","8671","8666","8639","8656","8672","8675","8688","8693","8699","8710","8691","8695","8702","8697","8716","8705","8715","8715","8725","8740","8750","8767","8785","8787","8792","8791","8800","8808","8816","8835","8825","8822","8837","8843","8855","8861","8862","8854","8834","8822","8817","8825","8817","8795","8786","8777","8774","8762","8769","8771","8766","8749","8757","8756","8784","8772","8765","8764","8767","8772","8786","8791","8796","8799","8804","8800","8800","8799","8796","8795","8799","8812","8807","8809","8814","8806","8803","8791","8827","8840","8834","8851","8860","8896","8895","8879","8896","8904","8905","8915","8913","8875","8851","8862","8876","8880","8880","8893","8909","8916","8914","8936","8942","8961","8943","8965","9003","9012","9019","9036","9027","9046","9066","9084","9127","9092","9086","9048","9042","9039","8986","8992","8994","9012",
"영덕군","세대수","호","20079","20044","20054","20048","20049","20054","20043","20050","20062","20054","20036","20051","20029","19970","19991","19970","19938","19970","19947","19925","19925","19931","19925","19919","19925","19898","19967","19999","20000","20021","20025","20016","20011","20056","20061","20076","20081","20056","20081","20097","20113","20082","20068","20074","20036","20050","20027","20006","19994","19974","19998","19999","19997","20010","20041","20037","20018","20006","20003","20039","20035","20072","20113","20150","20155","20184","20179","20184","20172","20191","20202","20185","20166","20155","20171","20154","20122","20059","20064","20058","20076","20075","20060","20045","20050","20061","20090","20138","20153","20130","20125","20143","20136","20135","20123","20123","20112","20093","20155","20164","20155","20140","20126","20129","20124","20141","20099","20085","20057","20021","20010","20040","20068","20087","20098","20100","20125","20119","20137","20153","20168","20170","20150","20138","20103","20037","20033","20026","19976",
"청도군","세대수","호","20186","20167","20198","20194","20190","20229","20245","20262","20272","20348","20379","20397","20428","20468","20473","20476","20475","20479","20504","20511","20541","20532","20544","20578","20610","20620","20613","20629","20642","20650","20678","20692","20694","20742","20748","20830","20861","20903","20909","20939","20941","20968","21000","21052","21105","21132","21170","21211","21213","21241","21224","21257","21268","21313","21334","21343","21406","21438","21447","21493","21509","21541","21537","21611","21631","21628","21657","21677","21662","21676","21676","21722","21723","21762","21765","21744","21763","21754","21790","21820","21854","21872","21902","21912","21904","21940","21970","22011","22018","22045","22045","22066","22044","22074","22111","22181","22214","22258","22263","22296","22328","22360","22374","22382","22398","22417","22456","22473","22494","22498","22528","22610","22652","22666","22699","22739","22762","22786","22819","22843","22885","22933","22942","22960","22925","22935","22968","22966","22987",
"고령군","세대수","호","15396","15395","15511","15690","15768","15810","15830","15835","15833","15867","15889","15911","15908","15925","15934","15943","15929","15962","15965","15968","15977","15980","15964","15983","15944","15945","15966","15963","15982","16013","16003","16000","16013","16020","16013","16059","16057","16064","16043","16051","16053","16059","16087","16094","16129","16148","16172","16163","16172","16163","16117","16126","16146","16132","16155","16168","16166","16177","16186","16218","16226","16236","16211","16190","16199","16213","16214","16217","16218","16208","16198","16215","16207","16206","16198","16227","16218","16203","16209","16183","16199","16211","16211","16241","16228","16220","16229","16226","16226","16206","16192","16163","16175","16194","16200","16204","16201","16207","16255","16250","16224","16213","16232","16233","16224","16236","16232","16227","16237","16226","16227","16339","16416","16420","16397","16375","16363","16421","16460","16497","16526","16515","16508","16539","16499","16480","16473","16488","16472",
"성주군","세대수","호","20044","20020","20014","20007","19991","19994","19979","20019","20009","20019","20270","20428","20316","20259","20215","20204","20210","20258","20272","20250","20252","20286","20363","20395","20329","20288","20308","20344","20359","20436","20426","20464","20517","20559","20655","20686","20698","20716","20726","20762","20786","20900","20891","20881","20904","20933","20967","20989","20991","21005","21007","21028","21028","21386","21322","21283","21331","21362","21413","21444","21428","21431","21512","21531","21538","21631","21761","21840","21867","21853","21847","21877","21847","21841","21876","21935","21937","22005","22015","22025","22070","22069","22159","22389","22344","22332","22390","22411","22441","22431","22418","22423","22434","22423","22486","22677","22632","22662","22669","22704","22700","22691","22727","22715","22723","22745","22774","22915","22936","22943","22985","23040","23125","23156","23162","23172","23202","23223","23302","23516","23526","23527","23532","23572","23511","23524","23550","23530","23513",
"칠곡군","세대수","호","49741","49784","49855","49885","49964","50008","49955","49893","49917","49867","49826","49961","50060","50063","50156","50213","50235","50247","50325","50394","50396","50502","50659","50792","50978","51062","51115","51160","51250","51452","51629","51686","51695","51760","51868","52053","52095","52137","52233","52252","52211","52222","52262","52314","52428","52434","52513","52555","52609","52496","52444","52417","52517","52596","52686","52756","52926","53086","53147","53174","53155","53150","53124","53164","53187","53264","53297","53397","53503","53620","53704","53695","53700","53612","53559","53461","53495","53426","53332","53233","53102","53059","53013","52993","52911","52814","52754","52723","52729","52701","52643","52645","52658","52608","52572","52599","52667","52694","52784","52752","52730","52675","52695","52695","52681","52710","52686","52659","52628","52621","52538","52655","52777","52754","52799","52759","52791","52926","53131","53026","53133","53236","53240","53287","53156","53259","53360","53498","53565",
