"행정구역(시군구)별","항목","단위","2011. 01 월","2011. 02 월","2011. 03 월","2011. 04 월","2011. 05 월","2011. 06 월","2011. 07 월","2011. 08 월","2011. 09 월","2011. 10 월","2011. 11 월","2011. 12 월","2012. 01 월","2012. 02 월","2012. 03 월","2012. 04 월","2012. 05 월","2012. 06 월","2012. 07 월","2012. 08 월","2012. 09 월","2012. 10 월","2012. 11 월","2012. 12 월","2013. 01 월","2013. 02 월","2013. 03 월","2013. 04 월","2013. 05 월","2013. 06 월","2013. 07 월","2013. 08 월","2013. 09 월","2013. 10 월","2013. 11 월","2013. 12 월","2014. 01 월","2014. 02 월","2014. 03 월","2014. 04 월","2014. 05 월","2014. 06 월","2014. 07 월","2014. 08 월","2014. 09 월","2014. 10 월","2014. 11 월","2014. 12 월","2015. 01 월","2015. 02 월","2015. 03 월","2015. 04 월","2015. 05 월","2015. 06 월","2015. 07 월","2015. 08 월","2015. 09 월","2015. 10 월","2015. 11 월","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월","2021. 07 월","2021. 08 월","2021. 09 월",
"예천군","세대수","호","21479","21459","21486","21484","21489","21488","21458","21476","21469","21457","21452","21430","21417","21393","21448","21430","21444","21432","21411","21382","21394","21415","21402","21378","21399","21399","21412","21410","21407","21382","21385","21412","21425","21386","21373","21385","21398","21404","21438","21451","21461","21459","21445","21441","21416","21407","21435","21394","21402","21388","21408","21405","21422","21428","21417","21406","21442","21413","21381","21395","21430","21542","21629","21712","21786","21845","21946","21990","22062","22092","22110","22123","22158","22169","22202","22205","22219","22199","22422","22662","22870","23074","23215","23504","23821","24144","24323","24465","24592","24653","24759","24952","25043","25163","25226","25273","25375","25456","25644","25793","25905","26001","26049","26185","26274","26329","26415","26453","26530","26652","26730","26857","26958","27058","27075","27039","27071","27108","27211","27301","27389","27489","27433","27511","27582","27605","27648","27691","27720",
"봉화군","세대수","호","15831","15819","15818","15831","15823","15814","15820","15837","15822","15834","15830","15825","15835","15807","15801","15839","15864","15873","15896","15874","15869","15876","15872","15874","15879","15889","15916","15955","15969","15964","15955","15968","15996","15977","15977","16011","16019","16070","16104","16136","16171","16180","16177","16192","16215","16237","16283","16268","16280","16267","16289","16298","16292","16316","16345","16323","16324","16358","16377","16409","16393","16379","16407","16423","16424","16432","16422","16421","16428","16446","16471","16492","16476","16482","16495","16510","16548","16552","16555","16546","16550","16548","16575","16583","16559","16557","16593","16633","16679","16662","16667","16676","16675","16673","16697","16705","16670","16673","16714","16731","16746","16733","16744","16726","16692","16686","16711","16705","16704","16671","16727","16779","16825","16878","16892","16894","16889","16895","16891","16908","16913","16905","16895","16930","16860","16861","16896","16872","16862",
"울진군","세대수","호","23679","23630","23653","23681","23688","23678","23674","23671","23668","23676","23655","23652","23667","23669","23662","23668","23666","23683","23707","23756","23795","23827","23849","23864","23896","23917","23933","23991","24019","24071","24109","24141","24139","24226","24264","24256","24252","24300","24347","24417","24448","24483","24487","24501","24524","24512","24562","24590","24611","24604","24704","24723","24736","24776","24791","24857","24884","24905","24891","24926","24987","24975","24971","25012","25032","25090","25090","25133","25132","25136","25144","25186","25149","25160","25140","25123","25118","25174","25178","25158","25135","25140","25124","25148","25159","25131","25125","25149","25146","25147","25099","25071","25075","25131","25130","25137","25139","25135","25170","25195","25204","25212","25238","25220","25219","25244","25225","25244","25205","25164","25191","25244","25290","25368","25376","25414","25442","25468","25508","25562","25549","25525","25524","25535","25521","25437","25453","25482","25475",
"울릉군","세대수","호","5218","5235","5228","5271","5277","5282","5308","5320","5337","5332","5328","5322","5292","5287","5288","5326","5370","5409","5463","5491","5479","5463","5449","5393","5393","5379","5388","5435","5465","5468","5523","5549","5518","5451","5413","5400","5367","5388","5403","5430","5429","5441","5451","5441","5413","5418","5393","5364","5345","5347","5343","5356","5356","5365","5366","5368","5356","5349","5326","5319","5313","5303","5312","5362","5403","5428","5431","5406","5385","5370","5347","5323","5321","5342","5369","5400","5409","5438","5450","5458","5449","5458","5432","5435","5407","5437","5455","5502","5500","5517","5535","5538","5531","5529","5506","5490","5464","5476","5490","5463","5487","5500","5506","5498","5480","5473","5442","5426","5394","5384","5344","5321","5335","5336","5334","5332","5329","5361","5335","5312","5297","5333","5321","5347","5346","5302","5332","5328","5271",
"경상남도","세대수","호","1269140","1270591","1272563","1274894","1276385","1277196","1277935","1279668","1281853","1284084","1285513","1286678","1287427","1288213","1289454","1290909","1292968","1294469","1295467","1296616","1297543","1299291","1300204","1301439","1301794","1303194","1304652","1306563","1307963","1310249","1311797","1313036","1314455","1317001","1318669","1320887","1322143","1324226","1326081","1327985","1330005","1331704","1333573","1335420","1337347","1339606","1341782","1343984","1345576","1347529","1349972","1352218","1354492","1356430","1357763","1359392","1361390","1363443","1365053","1367142","1368537","1370732","1372634","1374460","1376045","1377458","1378456","1379312","1380336","1382070","1383578","1385684","1386779","1388737","1390263","1391202","1392902","1394759","1396666","1398310","1400099","1401914","1403764","1406011","1407283","1409393","1411062","1412595","1414108","1415520","1417130","1419175","1420440","1422330","1423767","1425271","1427384","1430255","1433278","1435197","1437460","1439063","1441042","1442931","1444674","1446643","1448473","1450822","1453042","1455655","1458567","1461207","1465556","1468692","1470937","1473746","1476628","1478602","1481086","1484601","1487083","1490502","1490880","1493396","1494518","1496137","1498081","1499638","1501655",
"창원시","세대수","호","400398","400963","401355","401796","402084","402130","402074","402445","403433","404255","404602","404755","405114","405365","405840","406152","406930","407091","407125","407318","407491","407878","408147","408227","408356","408743","409041","409272","409354","409585","409764","409890","410051","410543","410140","409981","409946","410055","410076","410138","410309","410684","411022","411181","411308","411603","411984","412256","412593","412994","413347","413677","413989","414432","414369","414549","415003","415111","415551","415872","416310","416903","417315","417756","417875","417852","417858","417857","417856","417960","417897","417762","417737","417987","418093","418214","418549","418438","418547","418828","419179","419578","420022","420517","421009","421789","422204","422555","423019","423430","423778","424353","424677","425074","425433","425771","426535","427309","427783","427930","428330","428573","429075","429617","430086","430524","430962","431382","432336","433230","434100","434929","436090","437060","437824","438558","439449","440054","440905","442097","442962","444131","445268","446135","446439","447385","448373","449121","450188",
"의창구","세대수","호","93207","93266","93294","93420","93452","93546","93615","93979","94147","94455","94974","95186","95423","95638","95777","95862","95975","96025","96012","96031","96079","96143","96210","96316","96322","96414","96546","96662","96647","96792","96996","97050","97178","97343","97375","97428","97527","97603","97638","97902","98214","98639","98919","99037","99130","99269","99521","99821","100101","100471","100779","100815","100838","100745","100601","100587","100716","100756","100659","100458","100341","100348","100375","100424","100345","100297","100224","100204","100125","100142","100038","99924","99821","99930","99946","99964","100106","100124","100319","100499","100569","100595","100871","101257","101512","101676","101776","101898","102107","102290","102333","102322","102336","102371","102430","102538","103218","103700","103830","103921","104081","104241","104890","105320","105651","106010","106286","106817","107621","108487","109021","109335","109878","110411","110703","110999","111205","111359","111436","111656","111702","111901","112122","112227","112257","112301","94827","95047","95291",
"성산구","세대수","호","85067","85110","85267","85264","85262","85199","85067","84859","85255","85377","85116","84983","85057","85052","85093","85106","85205","85284","85171","85195","85224","85371","85376","85336","85396","85465","85461","85421","85451","85427","85352","85328","85278","85228","84913","84706","84636","84609","84613","84489","84439","84329","84249","84123","84110","84179","84117","83959","83968","83933","83971","84144","84262","84309","84239","84318","84341","84262","83963","83742","83687","83732","83831","83916","83905","83737","83712","83694","83680","83731","83735","83682","83814","83798","83674","83612","83702","83748","83754","83855","84009","84146","84181","84149","84354","84708","84861","84904","85033","85104","85264","85465","85539","85595","85723","85722","85584","85567","85617","85642","85626","85644","85561","85548","85570","85536","85552","85420","85305","85246","85381","85496","85622","85681","85788","85852","85907","85955","86046","86158","86199","86285","86386","86510","86591","86714","104562","104668","104891",
"마산합포구","세대수","호","73192","73325","73347","73434","73525","73484","73510","73570","73685","73756","73767","73762","73751","73752","73841","73924","74074","74060","74078","74107","74145","74183","74199","74223","74216","74303","74266","74244","74184","74202","74202","74249","74265","74381","74360","74300","74256","74259","74249","74189","74180","74226","74325","74505","74599","74699","74829","74924","75014","75116","75105","75119","75160","75269","75319","75342","75417","75373","75510","75740","76097","76349","76512","76631","76746","76808","76899","76943","76950","76913","76903","76899","76884","76902","76886","77075","77211","77278","77284","77311","77421","77533","77674","77798","77809","77961","78096","78155","78217","78205","78222","78265","78204","78229","78240","78259","78320","78439","78555","78580","78637","78674","78659","78685","78735","78744","78800","78684","78544","78502","78543","78575","78715","78823","78897","79151","79334","79387","79597","80142","80686","81409","81969","82414","82521","82904","83122","83313","83573",
"마산회원구","세대수","호","83181","83238","83232","83245","83246","83244","83145","83197","83344","83413","83399","83382","83359","83344","83363","83392","83605","83533","83552","83532","83520","83523","83524","83487","83504","83587","83667","83805","83863","83962","83965","83999","84047","84161","84013","84053","84091","84127","84097","84047","83950","83865","83738","83653","83556","83501","83440","83397","83334","83249","83177","83175","83171","83276","83170","83159","83166","83170","83355","83492","83559","83665","83682","83770","83789","83775","83691","83637","83638","83661","83617","83640","83606","83540","83428","83239","83080","82848","82657","82542","82402","82270","82092","81903","81712","81614","81448","81213","81111","81033","80942","81071","81186","81295","81313","81278","81223","81195","81166","81046","81062","81007","80853","80755","80684","80635","80604","80629","80918","81071","81091","81229","81380","81454","81522","81538","81841","82054","82266","82303","82285","82258","82349","82304","82244","82261","82334","82307","82363",
